site,sn,group,tid,unit,low,high,month,day,hour,minute,second,microsec,result,value,fail_msg
5,,setup,CALC comment,,,,05,12,05,38,15,664348,Pass,d3H0As5DGNPoOXMU7tDfzM1eDvcccuME,
5,,fixture setup,vendor_id,,,,05,12,05,38,15,678301,Pass,0x03:TT,
5,,fixture setup,FIXTURE_ID,,,,05,12,05,38,15,699549,Pass,TT-SIP FCT497929,
5,,fixture setup,CALC fixture_channel,,,,05,12,05,38,15,720828,Pass,6,
5,,fixture setup,CALC smt_site,,,,05,12,05,38,15,763324,Pass,YES,
5,,fixture setup,CALC not_rel,,,,05,12,05,38,15,846869,Fail,YES,
5,,fixture setup,CALC smt_site_not_oqc,,,,05,12,05,38,15,887493,Pass,YES,
5,,fixture setup,CALC smt_site_not_rel,,,,05,12,05,38,15,905040,Pass,YES,
5,,fixture setup,CALC smt_site_not_oqc_not_rel,,,,05,12,05,38,15,922117,Pass,YES,
5,,fixture setup,DMM DUT_DETECTION_GND,V,-0.1,0.1,05,12,05,38,15,933530,Pass,0.00009,
5,,fixture setup,DISCONNECT PP_BATT_VCC,,,,05,12,05,38,15,943628,Pass,--PASS--,
5,,fixture setup,DISCONNECT PP_CON_DET_EN_PIN,,,,05,12,05,38,15,954428,Fail,--PASS--,
5,,fixture setup,DISCONNECT PP_VDD_MAIN,,,,05,12,05,38,15,965885,Pass,--PASS--,
5,,fixture setup,RELAY PWR_DISCHARGE_EN,,,,05,12,05,38,15,974305,Pass,--PASS--,
5,,fixture setup,DELAY_500ms,ms,,,05,12,05,38,16,414193,Pass,--PASS--,
5,,fixture setup,DISCONNECT PWR_DISCHARGE_EN,,,,05,12,05,38,16,444771,Pass,--PASS--,
5,,fixture setup,DMM PP_BATT_VCC 0,uA,-0.1,0.1,05,12,05,38,17,14562,Pass,-0.022285,
5,,fixture setup,DMM PP_BATT_VCC 1,mA,-0.001,0.001,05,12,05,38,17,569088,Pass,-0.00023,
5,,fixture setup,current PP_VRECT,mA,-5,5,05,12,05,38,17,647612,Pass,0.278168,
5,,fixture setup,SYSTEM_CURRENT 50,mA,-0.02,0.02,05,12,05,38,17,700049,Pass,0.00007,
5,,station info,eepromread socket_sn,,,,05,12,05,38,17,766169,Pass,X1454L_TT_FCT542627_P2,
5,,station info,eepromread socketboard_sn,,,,05,12,05,38,17,817642,Pass,FN684421DMPKT721Z,
5,,station info,eepromread spring_cnt,,,,05,12,05,38,17,850319,Pass,767,
5,,station info,eepromread pogo_cnt,,,,05,12,05,38,17,878431,Pass,767,
5,,station info,eepromread film_cnt,,,,05,12,05,38,17,905613,Pass,767,
5,,station info,eepromread solaris_sn,,,,05,12,05,38,17,942511,Fail,FN6810610P0JF822F,
5,,station info,CALC 0,,YES,YES,05,12,05,38,17,957179,Pass,YES,
5,,station info,eepromread solaris_first,,,,05,12,05,38,17,985432,Pass,20180921 10:32:48,
5,,station info,eepromread solaris_recent,,,,05,12,05,38,18,12623,Pass,20190512 05:38:15,
5,,station info,eepromread solaris_cnt,,,,05,12,05,38,18,38269,Pass,810,
5,,station info,eepromread sodium_sn,,,,05,12,05,38,18,76340,Pass,FN681130G28JT3C1K,
5,,station info,CALC 1,,YES,YES,05,12,05,38,18,85908,Pass,YES,
5,,station info,eepromread sodium_first,,,,05,12,05,38,18,102768,Pass,20180921 10:32:49,
5,,station info,eepromread sodium_recent,,,,05,12,05,38,18,131199,Pass,20190512 05:38:15,
5,,station info,eepromread sodium_cnt,,,,05,12,05,38,18,169311,Pass,810,
5,,debug nbb,SUPPLY_4.6V PP_CON_DET_EN_PIN,V,4.58,4.63,05,12,05,38,18,332724,Pass,4.598308,
5,,debug nbb,DMM PP_CON_DET_EN_PIN_RVP,V,4.56,4.62,05,12,05,38,18,475819,Pass,4.59705,
5,,debug nbb,DMM PP_VDD_MAIN 0,V,-0.1,0.5,05,12,05,38,18,619860,Pass,0.000747,
5,,debug nbb,DELAY_200ms,ms,,,05,12,05,38,18,825729,Pass,--PASS--,
5,,debug nbb,DISCONNECT SPAM_RESET_L,,,,05,12,05,38,18,851264,Pass,--PASS--,
5,,debug nbb,RELAY SPAM_POWER_EN,,,,05,12,05,38,18,883354,Pass,--PASS--,
5,,debug nbb,RELAY SPAM_RESET_L,,,,05,12,05,38,18,918470,Pass,--PASS--,
5,,debug nbb,DELAY_1000ms,ms,,,05,12,05,38,19,921523,Pass,--PASS--,
5,,debug nbb,DMM PP_CON_DET_EN_PIN_SW,V,4.25,4.62,05,12,05,38,20,77977,Pass,4.545103,
5,,debug nbb,DMM PP_VDD_MAIN 1,V,4.2,4.62,05,12,05,38,20,229230,Pass,4.49116,
5,,debug nbb junebug,DMM PP3V0_SLEEP2_LDO2,V,2.939,3.02,05,12,05,38,20,403087,Pass,2.996522,
5,,debug nbb junebug,DMM SYSTEM_TO_PMU_VBUS_DET_L,V,-0.1,0.1,05,12,05,38,20,572044,Pass,0.006907,
5,,debug nbb junebug,DELAY_2000ms,ms,,,05,12,05,38,22,574829,Pass,--PASS--,
5,,debug nbb junebug,DMM DEBUG_TO_AOP_TESLA_DOCK_CONNECT,V,1.7,1.85,05,12,05,38,22,724040,Pass,1.783377,
5,,debug nbb junebug,DMM AP_VBUS_DET,V,2.9,3.1,05,12,05,38,22,873383,Pass,2.977431,
5,,debug nbb diags,DETECT_:-),,,,05,12,05,38,25,981843,Pass,--PASS--,
5,,debug nbb diags,DIAGS_thermalmonitor,,,,05,12,05,38,26,7279,Pass,--PASS--,
5,,debug nbb diags,DIAGS_event 0,,,,05,12,05,38,26,31338,Pass,--PASS--,
5,,debug nbb diags,current PP_CON_DET_EN_PIN,mA,18,100,05,12,05,38,26,106859,Pass,56.504143,
5,,debug nbb diags,DIAGS_event 1,,,,05,12,05,38,26,116742,Pass,--PASS--,
5,,debug swd,spamloopback 100,,,,05,12,05,38,26,165287,Pass,--PASS--,
5,,debug nbb diags,DMM DEBUG_TO_AOP_TESLA_DOCK_CONNECT,V,1.7,1.85,05,12,05,38,26,316479,Pass,1.783534,
5,,debug nbb diags,DMM AP_VBUS_DET,V,2.9,3.1,05,12,05,38,26,469861,Pass,2.977424,
5,,debug nbb diags,DIAGS_socgpio,,,,05,12,05,38,26,504189,Pass,--PASS--,
5,,debug nbb diags,DIAGS_pmuadc 0,,,,05,12,05,38,26,548680,Pass,--PASS--,
5,,debug nbb diags,PARSE dnbb_pmu_gpio21,mV,-50,50,05,12,05,38,26,581991,Pass,0,
5,,debug nbb diags,DIAGS_pmuadc 1,,,,05,12,05,38,26,621030,Pass,--PASS--,
5,,debug nbb diags,PARSE dnbb_pmu_gpio11,mV,1700,1850,05,12,05,38,26,646316,Pass,1763.1257,
5,,debug nbb diags,DIAGS_pmugpio 0,,,,05,12,05,38,26,669559,Pass,--PASS--,
5,,debug nbb diags,DIAGS_tristar,,,,05,12,05,38,26,692368,Pass,--PASS--,
5,,debug nbb diags,DIAGS_pmugpio 1,,,,05,12,05,38,26,716670,Pass,--PASS--,
5,,debug inh,SUPPLY_3.85V PP_BATT_VCC,V,3.84,3.86,05,12,05,38,26,792936,Pass,3.849898,
5,,debug inh,DIAGS_pmugpio 0,,,,05,12,05,38,26,831580,Pass,--PASS--,
5,,debug inh,DIAGS_pmuadc 0,,,,05,12,05,38,26,857118,Pass,--PASS--,
5,,debug inh,PARSE dinh_nbb_pmu_gpio21,mV,3700,3900,05,12,05,38,26,869759,Pass,3822.9548,
5,,debug inh,DIAGS_event 0,,,,05,12,05,38,27,68934,Pass,--PASS--,
5,,debug inh,SYSTEM_CURRENT start,,,,05,12,05,38,27,171698,Pass,2019-05-12 05:38:26:936,
5,,debug inh,DMM PP_CON_DET_EN_PIN_RVP,V,4.56,4.62,05,12,05,38,27,329293,Pass,4.598371,
5,,debug inh,DMM PP_CON_DET_EN_PIN_SW,V,-0.1,0.1,05,12,05,38,27,473858,Pass,0.000378,
5,,debug inh,DMM PP_VDD_MAIN,V,3.83,3.87,05,12,05,38,27,624097,Pass,3.849007,
5,,debug inh,DMM PP_BATT_VCC,V,3.83,3.87,05,12,05,38,27,763174,Pass,3.849896,
5,,debug inh,DMM PP3V0_SLEEP2_LDO2,V,2.939,3.02,05,12,05,38,27,925086,Pass,2.99661,
5,,debug inh,DMM DEBUG_TO_AOP_TESLA_DOCK_CONNECT,V,1.7,1.85,05,12,05,38,28,83535,Pass,1.783616,
5,,debug inh,DMM AP_VBUS_DET,V,2.9,3.1,05,12,05,38,28,262612,Pass,2.97751,
5,,debug inh,SYSTEM_CURRENT end,,,,05,12,05,38,28,484743,Pass,2019-05-12 05:38:28:236,
5,,debug inh,DIAGS_event 1,,,,05,12,05,38,28,526210,Pass,--PASS--,
5,,debug inh,SYSTEM_CURRENT minimum,mA,,,05,12,05,38,28,556506,Pass,63.3233,
5,,debug inh,SYSTEM_CURRENT maximum,mA,,,05,12,05,38,28,579211,Pass,68.2664,
5,,debug inh,SYSTEM_CURRENT average,mA,,,05,12,05,38,28,596774,Pass,65.0699,
5,,debug inh,SYSTEM_CURRENT rms,mA,,,05,12,05,38,28,618000,Pass,65.0731,
5,,debug inh,DIAGS_pmugpio 1,,,,05,12,05,38,28,631677,Pass,--PASS--,
5,,debug inh,DIAGS_pmuadc 1,,,,05,12,05,38,28,662884,Pass,--PASS--,
5,,debug inh,PARSE dinh_nbb_pmu_gpio21_off,mV,-50,50,05,12,05,38,28,685463,Pass,0,
5,,debug switch,SUPPLY_4.2V PP_CON_DET_EN_PIN,V,4.18,4.22,05,12,05,38,28,733124,Pass,4.198845,
5,,debug switch,DELAY_10ms,ms,,,05,12,05,38,28,741191,Pass,--PASS--,
5,,debug switch,DMM PP_CON_DET_EN_PIN_RVP,V,4.1,4.22,05,12,05,38,28,893049,Pass,4.188731,
5,,debug switch,DMM PP_CON_DET_EN_PIN_SW,V,4.1,4.22,05,12,05,38,29,51117,Pass,4.185451,
5,,debug switch,DMM PP_VDD_MAIN,V,4,4.22,05,12,05,38,29,190234,Pass,4.124807,
5,,debug switch,DMM SYSTEM_TO_PMU_VBUS_DET_L,V,-0.1,0.1,05,12,05,38,29,330960,Pass,0.006517,
5,,debug switch,DMM AP_VBUS_DET,V,2.9,3.1,05,12,05,38,29,475103,Pass,2.977461,
5,,debug ovp,supply_only PP_CON_DET_EN_PIN,V,,,05,12,05,38,29,495177,Pass,--PASS--,
5,,debug ovp,DELAY_50ms,ms,,,05,12,05,38,29,547569,Pass,--PASS--,
5,,debug ovp,current PP_CON_DET_EN_PIN,mA,-1,3.5,05,12,05,38,29,631181,Pass,0.684108,
5,,debug ovp,DMM SYSTEM_TO_PMU_VBUS_DET_L,V,3.8,3.9,05,12,05,38,29,793470,Pass,3.845122,
5,,debug ovp,DMM PP_CON_DET_EN_PIN_SW,V,-0.1,0.1,05,12,05,38,29,961345,Pass,0.000377,
5,,debug ovp,DMM PP_VDD_MAIN 0,V,3.83,3.87,05,12,05,38,30,113103,Pass,3.849032,
5,,debug ovp,DMM PP3V0_SLEEP2_LDO2,V,2.939,3.061,05,12,05,38,30,265471,Pass,2.996594,
5,,debug ovp,DMM DEBUG_TO_AOP_TESLA_DOCK_CONNECT,V,1.7,1.9,05,12,05,38,30,423747,Pass,1.78367,
5,,debug ovp,DMM AP_VBUS_DET,V,2.9,3.1,05,12,05,38,30,569341,Pass,2.977506,
5,,debug ovp,DISCONNECT SPAM_POWER_EN,,,,05,12,05,38,30,601767,Pass,--PASS--,
5,,debug ovp,DISCONNECT SPAM_RESET_L,,,,05,12,05,38,30,633784,Pass,--PASS--,
5,,debug ovp,SUPPLY_0V PP_CON_DET_EN_PIN,V,-0.5,0.5,05,12,05,38,30,812195,Pass,-0.000243,
5,,debug ovp,DISCONNECT PP_CON_DET_EN_PIN,,,,05,12,05,38,30,822764,Pass,--PASS--,
5,,debug ovp,DMM PP_VDD_MAIN 1,V,3.83,3.87,05,12,05,38,30,965190,Pass,3.849096,
5,,debug power 0v0,SUPPLY_0V PP_CON_DET_EN_PIN,V,-0.5,0.5,05,12,05,38,31,130644,Pass,-0.000312,
5,,debug power 0v0,current PP_CON_DET_EN_PIN,mA,-1,3,05,12,05,38,31,211372,Pass,0.265365,
5,,debug power 0v0,DMM SYSTEM_TO_PMU_VBUS_DET_L,V,3.8,3.9,05,12,05,38,31,354875,Pass,3.845151,
5,,debug power 0v0,DMM DEBUG_TO_AOP_TESLA_DOCK_CONNECT,V,-0.1,0.1,05,12,05,38,31,517830,Pass,0.000331,
5,,debug power 0v0,DMM AP_VBUS_DET,V,-0.1,0.1,05,12,05,38,31,653380,Pass,0.00027,
5,,debug power 0v0,DIAGS_socgpio,,,,05,12,05,38,31,672618,Pass,--PASS--,
5,,debug power 0v0,DMM PP_CON_DET_EN_PIN_RVP,V,-0.1,0.1,05,12,05,38,31,830332,Pass,0.005817,
5,,debug power 0v0,DMM PP_CON_DET_EN_PIN_SW,V,-0.1,0.1,05,12,05,38,31,984445,Pass,0.000273,
5,,debug power 0v0,DMM PP_VDD_MAIN,V,3.83,3.87,05,12,05,38,32,124398,Pass,3.849046,
5,,debug power 1v1,SUPPLY_1.1V PP_CON_DET_EN_PIN,V,1.08,1.12,05,12,05,38,32,291081,Pass,1.099378,
5,,debug power 1v1,current PP_CON_DET_EN_PIN,mA,-1,3,05,12,05,38,32,370579,Pass,0.280485,
5,,debug power 1v1,DELAY_100ms,ms,,,05,12,05,38,32,673576,Pass,--PASS--,
5,,debug power 1v1,DMM SYSTEM_TO_PMU_VBUS_DET_L,V,3.8,3.9,05,12,05,38,32,695623,Pass,3.845034,
5,,debug power 1v1,DMM DEBUG_TO_AOP_TESLA_DOCK_CONNECT,V,1.7,1.9,05,12,05,38,32,771433,Pass,1.783718,
5,,debug power 1v1,DMM AP_VBUS_DET,V,2.9,3.1,05,12,05,38,32,920455,Pass,2.975248,
5,,debug power 1v1,DIAGS_socgpio,,,,05,12,05,38,32,938027,Pass,--PASS--,
5,,debug power 1v1,DMM PP_CON_DET_EN_PIN_RVP,mV,1000,1200,05,12,05,38,33,96931,Pass,1099.360591,
5,,debug power 1v1,DMM PP_CON_DET_EN_PIN_SW,V,-0.1,0.1,05,12,05,38,33,234994,Pass,0.000329,
5,,debug power 1v1,DMM PP_VDD_MAIN,V,3.83,3.87,05,12,05,38,33,382250,Pass,3.848998,
5,,debug power 1v1,SUPPLY_0V PP_CON_DET_EN_PIN,V,-0.5,0.5,05,12,05,38,33,550492,Pass,-0.000304,
5,,debug power 1v1,DISCONNECT PP_CON_DET_EN_PIN,,,,05,12,05,38,33,565162,Pass,--PASS--,
5,,solntc,LOOPBACK Y1 0,,,,05,12,05,38,33,657502,Pass,--PASS--,
5,,solntc,DIAGS_temperature 0,,,,05,12,05,38,33,770621,Pass,--PASS--,
5,,solntc,PARSE solaris_ntc1,C,15,45,05,12,05,38,33,779020,Pass,30.32,
5,,solntc,LOOPBACK Y1 1,,,,05,12,05,38,33,843065,Pass,--PASS--,
5,,solntc,LOOPBACK Y1 2,,,,05,12,05,38,33,937197,Pass,--PASS--,
5,,solntc,DIAGS_temperature 1,,,,05,12,05,38,34,43048,Pass,--PASS--,
5,,solntc,PARSE solaris_ntc2,C,15,45,05,12,05,38,34,51193,Pass,28.11,
5,,solntc,LOOPBACK Y1 3,,,,05,12,05,38,34,107048,Pass,--PASS--,
5,,solntc,LOOPBACK Y1 4,,,,05,12,05,38,34,206418,Pass,--PASS--,
5,,solntc,DIAGS_temperature 2,,,,05,12,05,38,34,307378,Pass,--PASS--,
5,,solntc,PARSE solaris_ntc3,C,15,45,05,12,05,38,34,311644,Pass,28.8,
5,,solntc,LOOPBACK Y1 5,,,,05,12,05,38,34,375480,Pass,--PASS--,
5,,pmu hr,SUPPLY_4.6V PP_CON_DET_EN_PIN,V,4.58,4.62,05,12,05,38,34,535007,Pass,4.598107,
5,,pmu hr,DELAY_100ms,ms,,,05,12,05,38,34,637664,Pass,--PASS--,
5,,pmu hr,RELAY SPAM_POWER_EN,,,,05,12,05,38,34,664530,Pass,--PASS--,
5,,pmu hr,RELAY SPAM_RESET_L,,,,05,12,05,38,34,697814,Pass,--PASS--,
5,,pmu hr,DELAY_1000ms,ms,,,05,12,05,38,35,700632,Pass,--PASS--,
5,,pmu hr,pmutbat 25,kohm,22.5,27.5,05,12,05,38,35,848182,Pass,25,
5,,pmu hr,DIGIPOT PMU_TBAT,,,,05,12,05,38,35,947263,Pass,--PASS--,
5,,pmu hr,DELAY_300ms,ms,,,05,12,05,38,36,253256,Pass,--PASS--,
5,,pmu hr,DMM PP_VDD_MAIN,V,4,4.6,05,12,05,38,36,412070,Pass,4.487742,
5,,pmu hr,DMM PP_BATT_VCC,V,3.77,3.9,05,12,05,38,36,568408,Pass,3.850134,
5,,pmu hr,DIAGS_pmuadc 0,,,,05,12,05,38,36,604720,Pass,--PASS--,
5,,pmu hr,PARSE pmu_hr_vddmain_efi,mV,4000,4700,05,12,05,38,36,620498,Pass,4491.7582,
5,,pmu hr,DIAGS_pmuadc 1,,,,05,12,05,38,36,638529,Pass,--PASS--,
5,,pmu hr,PARSE pmu_hr_batt_vcc_efi,mV,3770,3930,05,12,05,38,36,649722,Pass,3850.7326,
5,,pmu hr,DIAGS_pmuadc 2,,,,05,12,05,38,36,659983,Pass,--PASS--,
5,,pmu hr,PARSE pmu_hr_chg_hr_efi,mV,250,750,05,12,05,38,36,666909,Pass,623.4188,
5,,pmu hr,CALC pmu_hr_chg_hr_fixture,V,0.25,0.75,05,12,05,38,36,672380,Pass,0.637608,
5,,pmu hr,CALC pmu_hr_chg_hr_error,mV,-50,50,05,12,05,38,36,674667,Pass,-14.1892,
5,,pmu hr,DIGIPOT DISCONNECT,,,,05,12,05,38,36,749940,Pass,--PASS--,
5,,pmu hr,DISCONNECT SPAM_POWER_EN,,,,05,12,05,38,36,779913,Pass,--PASS--,
5,,pmu hr,DISCONNECT SPAM_RESET_L,,,,05,12,05,38,36,809573,Pass,--PASS--,
5,,pmu hr,SUPPLY_0V PP_CON_DET_EN_PIN,V,-0.02,0.02,05,12,05,38,36,962071,Pass,-0.000305,
5,,tcxocal check,FREQ tcxo_check,Hz,32767.83,32768.17,05,12,05,38,37,506095,Pass,32767.98468,
5,,tcxocal check,CALC tcxo_check_ppm,PPM,-5,5,05,12,05,38,39,529216,Pass,-0.467590332,
5,,tcxocal check,DIAGS_syscfg,,,,05,12,05,38,39,540407,Pass,--PASS--,
5,,tcxocal check,PARSE TCOC_syscfg_key,,,,05,12,05,38,39,550968,Pass,[0;31mNot Found![m,
5,,tcxocal check,CALC previous_TCXO_failure,,PASS,PASS,05,12,05,38,39,561815,Pass,PASS,
5,,tcxocal check,CALC need_tcxo_cal,,,,05,12,05,38,39,572652,Pass,YES,
5,,tristar hammer,DIAGS_tristar,,,,05,12,05,38,39,583178,Pass,--PASS--,
5,,tristar hammer,DIAGS_pmugpio,,,,05,12,05,38,39,593397,Pass,--PASS--,
5,,nvram hammer,DIAGS_nvram 0,,,,05,12,05,38,41,608514,Pass,--PASS--,
5,,nvram hammer,DIAGS_nvram 1,,,,05,12,05,38,43,629189,Pass,--PASS--,
5,,boot syscfg,rtc get,,,,05,12,05,38,43,692015,Pass,1970110018,
5,,boot syscfg,rtc set,,,,05,12,05,38,43,746677,Pass,--PASS--,
5,,boot syscfg,DIAGS_cbinit,,,,05,12,05,38,45,789336,Pass,--PASS--,
5,,boot syscfg,DIAGS_syscfg 0,,,,05,12,05,38,47,815070,Pass,--PASS--,
5,,boot syscfg,DIAGS_syscfg 1,,,,05,12,05,38,47,830348,Pass,--PASS--,
5,FN69193066LKTY25N,boot syscfg,PARSE <<mlbsn>>,,,,05,12,05,38,51,877339,Pass,FN69193066LKTY25N,
5,FN69193066LKTY25N,boot syscfg,PARSE mlbsn_verify,,,,05,12,05,38,51,892571,Pass,FN69193066LKTY25N,
5,FN69193066LKTY25N,boot syscfg,PARSE cfg_verify,,,,05,12,05,38,51,908672,Pass,BT69,
5,FN69193066LKTY25N,boot syscfg,PARSE config_build,,,,05,12,05,38,51,928697,Pass,DVT,
5,FN69193066LKTY25N,boot syscfg,PARSE syscfg_prd,,,,05,12,05,38,51,947397,Pass,X1454B,
5,FN69193066LKTY25N,board info,DIAGS_version,,,,05,12,05,38,51,966997,Pass,--PASS--,
5,FN69193066LKTY25N,board info,PARSE diags_version,,,,05,12,05,38,51,987171,Pass,5J231a,
5,FN69193066LKTY25N,board info,PARSE build_train,,,,05,12,05,38,52,5625,Pass,System: Size = 0x772389000; Free = 0x61FE91000; APFS v1,
5,FN69193066LKTY25N,board info,PARSE board_rev,,,,05,12,05,38,52,24736,Pass,0x0A,
5,FN69193066LKTY25N,board info,PARSE boardid,,,,05,12,05,38,52,45869,Pass,0x12,
5,FN69193066LKTY25N,board info,PARSE chipid,,,,05,12,05,38,52,62759,Pass,8006,
5,FN69193066LKTY25N,board info,PARSE dieid,,,,05,12,05,38,52,77135,Pass,00000111:1180012E,
5,FN69193066LKTY25N,board info,PARSE fuseid,,,,05,12,05,38,52,92041,Pass,A55AC33C:A050C030,
5,FN69193066LKTY25N,board info,PARSE ecid,,,,05,12,05,38,52,109475,Pass,0x001E71111180012E,
5,FN69193066LKTY25N,board info,PARSE raw_ecid,,,,05,12,05,38,52,128748,Pass,001E7111:1180012E,
5,FN69193066LKTY25N,board info,CALC boardid,,,,05,12,05,38,52,152413,Pass,0x12,
5,FN69193066LKTY25N,board info,CALC board_size,,,,05,12,05,38,52,170826,Pass,BIG,
5,FN69193066LKTY25N,board info,CALC boardid_rev,,,,05,12,05,38,52,187145,Pass,0x12_0xA,
5,FN69193066LKTY25N,board info,CALC product,,,,05,12,05,38,52,200293,Pass,X1454,
5,FN69193066LKTY25N,board info,CALC product_size,,,,05,12,05,38,52,216875,Pass,X1454_BIG,
5,FN69193066LKTY25N,pmu info,DIAGS_pmureg,,,,05,12,05,38,52,231015,Pass,--PASS--,
5,FN69193066LKTY25N,pmu info,PARSE pmu_revision,,,,05,12,05,38,52,244250,Pass,0x01,
5,FN69193066LKTY25N,pmu info,PARSE pmu_otp,,,,05,12,05,38,52,257410,Pass,0x09,
5,FN69193066LKTY25N,pmu info,PARSE pmu_platform,,,,05,12,05,38,52,270831,Pass,0x12,
5,FN69193066LKTY25N,soc info,DIAGS_soc,,,,05,12,05,38,52,284074,Pass,--PASS--,
5,FN69193066LKTY25N,soc info,PARSE soc_production_mode,,,,05,12,05,38,52,297593,Pass,0,
5,FN69193066LKTY25N,cb check,rtc get|YES,,,,05,12,05,38,52,311022,Pass,2.01951E+11,
5,FN69193066LKTY25N,cb check,rtc set|YES,,,,05,12,05,38,52,323898,Pass,--PASS--,
5,FN69193066LKTY25N,cb check,checklistedcb|YES,,,,05,12,05,38,52,336741,Pass,--PASS--,
5,FN69193066LKTY25N,cb check,checkfailcount|YES,,,,05,12,05,38,52,349390,Pass,--PASS-- 0:3,
5,FN69193066LKTY25N,cb check,clearselfcb|YES,,,,05,12,05,38,52,361298,Pass,--PASS--,
5,FN69193066LKTY25N,default syscurrent,SYSTEM_CURRENT 50,mA,,,05,12,05,38,52,373372,Pass,62.223353,
5,FN69193066LKTY25N,pmu trim,DIAGS_pmurw 0,,,,05,12,05,38,52,385392,Pass,--PASS--,
5,FN69193066LKTY25N,pmu trim,PARSE pmu_bubo_ilimit,,,,05,12,05,38,52,397229,Pass,0x12 ,
5,FN69193066LKTY25N,pmu trim,CALC pmu_bubo_ilimit_trim,,,,05,12,05,38,52,409916,Pass,18,
5,FN69193066LKTY25N,pmu trim,DIAGS_pmurw 1,,,,05,12,05,38,52,422185,Pass,--PASS--,
5,FN69193066LKTY25N,pmu trim,PARSE pmu_bubo_cmp_offst,,,,05,12,05,38,52,434550,Pass,0x52 ,
5,FN69193066LKTY25N,pmu trim,CALC pmu_bubo_cmp_offst_trim,,,,05,12,05,38,52,447988,Pass,10,
5,FN69193066LKTY25N,pmu trim,DIAGS_pmurw 2,,,,05,12,05,38,52,465996,Pass,--PASS--,
5,FN69193066LKTY25N,pmu trim,PARSE pmu_bubo_fripple_limiter,,,,05,12,05,38,52,477938,Pass,0x80 ,
5,FN69193066LKTY25N,pmu trim,CALC pmu_bubo_fripple_limiter_trim,,,,05,12,05,38,52,490234,Pass,0,
5,FN69193066LKTY25N,pmu trim,DIAGS_pmurw 3,,,,05,12,05,38,52,502636,Pass,--PASS--,
5,FN69193066LKTY25N,pmu trim,PARSE pmu_bubo_vpfm,,,,05,12,05,38,52,514099,Pass,0x8A ,
5,FN69193066LKTY25N,pmu trim,CALC pmu_bubo_vpfm_trim,,,,05,12,05,38,52,526428,Pass,8,
5,FN69193066LKTY25N,pmu trim,DIAGS_pmurw 4,,,,05,12,05,38,52,538628,Pass,--PASS--,
5,FN69193066LKTY25N,pmu trim,PARSE pmu_bubo_ipfm,,,,05,12,05,38,52,548834,Pass,0x8A ,
5,FN69193066LKTY25N,pmu trim,CALC pmu_bubo_ipfm_trim,,,,05,12,05,38,52,561696,Pass,10,
5,FN69193066LKTY25N,pmu trim,DIAGS_pmurw 5,,,,05,12,05,38,52,573550,Pass,--PASS--,
5,FN69193066LKTY25N,pmu trim,PARSE pmu_bubo_ipfmcmp_offst,,,,05,12,05,38,52,585595,Pass,0x9A ,
5,FN69193066LKTY25N,pmu trim,CALC pmu_bubo_ipfmcmp_offst_trim,,,,05,12,05,38,52,596983,Pass,9,
5,FN69193066LKTY25N,lynx qt,DIAGS_sep 0,ms,,,05,12,05,38,52,608566,Pass,--PASS--,
5,FN69193066LKTY25N,lynx qt,DIAGS_sep 1,ms,,,05,12,05,38,52,621320,Pass,--PASS--,
5,FN69193066LKTY25N,lynx qt,DIAGS_pmuadc 0,,,,05,12,05,38,52,628981,Pass,--PASS--,
5,FN69193066LKTY25N,lynx qt,PARSE lynx_active_ibuck3,mA,,,05,12,05,38,52,636020,Pass,14.0073,
5,FN69193066LKTY25N,lynx qt,DIAGS_sep 2,,,,05,12,05,38,52,641248,Pass,--PASS--,
5,FN69193066LKTY25N,lynx qt,PARSE lynd_data,,,,05,12,05,38,52,644993,Pass,070000804C7801CC01005015A251C60A78811B00000000004EDD09FD52EFC1F092EF82AA8BC2AC69B6817CB879026703F5161D6006D0AB852077783397926DAD04ECBD27DFCF7C751887555B78BD15DC2C82CF332CEF6B3DA7DE9EC9EF05127EEF0701E3B7D7BB26B304351F5B42D67D8CD20BDD31B487AD,
5,FN69193066LKTY25N,lynx qt,DIAGS_sep 3,,,,05,12,05,38,52,648917,Pass,--PASS--,
5,FN69193066LKTY25N,lynx qt,DIAGS_sep 4,,,,05,12,05,38,57,578233,Pass,--PASS--,
5,FN69193066LKTY25N,lynx qt,DIAGS_sep 5,,,,05,12,05,38,57,884858,Pass,--PASS--,
5,FN69193066LKTY25N,lynx qt,DIAGS_sep 6,,,,05,12,05,38,58,680625,Pass,--PASS--,
5,FN69193066LKTY25N,lynx qt,DIAGS_sep 7,,,,05,12,05,38,58,705959,Pass,--PASS--,
5,FN69193066LKTY25N,lynx qt,DIAGS_pmuadc 1,,,,05,12,05,38,58,836919,Pass,--PASS--,
5,FN69193066LKTY25N,lynx qt,PARSE lynx_standby_ibuck3,mA,,,05,12,05,38,58,840273,Pass,8.501,
5,FN69193066LKTY25N,lynx qt,CALC lynx_ibuck3_delta,mA,2,9,05,12,05,38,58,842712,Pass,5.5063,
5,FN69193066LKTY25N,lynx qt,DIAGS_wait,,,,05,12,05,39,00,393523,Pass,--PASS--,
5,FN69193066LKTY25N,lynx qt,PARSE sik,,,,05,12,05,39,00,396279,Pass,04e14167bd8420ba2209931616016bc75febbb1c16b1681a2126110866ea159e292fe7b5423e2c25842d7f1e9eedab5e376914d8378dde1d00113fe525f08c3bf3,
