site,sn,group,tid,unit,low,high,month,day,hour,minute,second,microsec,result,value,fail_msg
5,FN69193066LKTY25N,imu accel/gyro 200hz,DIAGS_sensor 2,,,,05,12,05,39,49,66586,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel/gyro 200hz,DIAGS_sensor 3,,,,05,12,05,39,49,182639,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel/gyro 200hz,DIAGS_sensorreg,,,,05,12,05,39,49,209488,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel/gyro 200hz,DIAGS_event 0,,,,05,12,05,39,49,925508,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel/gyro 200hz,SYSTEM_CURRENT start,,,,05,12,05,39,49,947597,Pass,2019-05-12 05:39:49:908,
5,FN69193066LKTY25N,imu accel/gyro 200hz,DIAGS_sensor 4,,,,05,12,05,39,50,582257,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel/gyro 200hz,PARSE CM_accel_average_x_200Hz,g,-0.118,0.118,05,12,05,39,50,590627,Pass,0.01498,
5,FN69193066LKTY25N,imu accel/gyro 200hz,PARSE CM_accel_average_y_200Hz,g,-0.118,0.118,05,12,05,39,50,600522,Pass,0.003027,
5,FN69193066LKTY25N,imu accel/gyro 200hz,PARSE CM_accel_average_z_200Hz|X1454,g,-1.118,-0.882,05,12,05,39,50,607869,Pass,-0.994683,
5,FN69193066LKTY25N,imu accel/gyro 200hz,PARSE CM_accel_stdev_x_200Hz,g-rms,0.00001,0.05,05,12,05,39,50,618106,Pass,0.001963,
5,FN69193066LKTY25N,imu accel/gyro 200hz,PARSE CM_accel_stdev_y_200Hz,g-rms,0.00001,0.05,05,12,05,39,50,622344,Pass,0.001534,
5,FN69193066LKTY25N,imu accel/gyro 200hz,PARSE CM_accel_stdev_z_200Hz,g-rms,0.00001,0.05,05,12,05,39,50,625211,Pass,0.00147,
5,FN69193066LKTY25N,imu accel/gyro 200hz,PARSE CM_gyro_average_x_200Hz,dps,-25,25,05,12,05,39,50,633251,Pass,0.025634,
5,FN69193066LKTY25N,imu accel/gyro 200hz,PARSE CM_gyro_average_y_200Hz,dps,-25,25,05,12,05,39,50,639097,Pass,0.186767,
5,FN69193066LKTY25N,imu accel/gyro 200hz,PARSE CM_gyro_average_z_200Hz,dps,-25,25,05,12,05,39,50,643787,Pass,-0.319213,
5,FN69193066LKTY25N,imu accel/gyro 200hz,PARSE CM_gyro_stdev_x_200Hz,dps-rms,0.00001,1,05,12,05,39,50,647973,Pass,0.082873,
5,FN69193066LKTY25N,imu accel/gyro 200hz,PARSE CM_gyro_stdev_y_200Hz,dps-rms,0.00001,1,05,12,05,39,50,662015,Pass,0.075654,
5,FN69193066LKTY25N,imu accel/gyro 200hz,PARSE CM_gyro_stdev_z_200Hz,dps-rms,0.00001,1,05,12,05,39,50,678652,Pass,0.068432,
5,FN69193066LKTY25N,imu accel/gyro 200hz,PARSE CM_gyro_odr_200Hz,Hz,180,220,05,12,05,39,50,684921,Pass,199.223435,
5,FN69193066LKTY25N,imu accel/gyro 200hz,PARSE CM_gyro_temp_200Hz,C,3,55,05,12,05,39,50,690748,Pass,25.160642,
5,FN69193066LKTY25N,imu accel/gyro 200hz,PARSE CM_gyro_invalid_sample_count_200Hz,,0,0,05,12,05,39,50,695127,Pass,0,
5,FN69193066LKTY25N,imu accel/gyro 200hz,SYSTEM_CURRENT end,,,,05,12,05,39,50,700831,Pass,2019-05-12 05:39:50:648,
5,FN69193066LKTY25N,imu accel/gyro 200hz,DIAGS_event 1,,,,05,12,05,39,50,716730,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel/gyro 200hz,SYSTEM_CURRENT minimum,mA,,,05,12,05,39,50,723404,Pass,36.747,
5,FN69193066LKTY25N,imu accel/gyro 200hz,SYSTEM_CURRENT maximum,mA,,,05,12,05,39,50,732567,Pass,88.6083,
5,FN69193066LKTY25N,imu accel/gyro 200hz,SYSTEM_CURRENT average|X1454,mA,39,57,05,12,05,39,50,741700,Pass,44.1881,
5,FN69193066LKTY25N,imu accel/gyro 200hz,SYSTEM_CURRENT rms,mA,,,05,12,05,39,50,747035,Pass,44.9019,
5,FN69193066LKTY25N,imu accel/gyro 200hz,DIAGS_socgpio 1,,,,05,12,05,39,50,765444,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel/gyro 200hz bubo pfm,DIAGS_sensor 0,,,,05,12,05,39,51,43399,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel/gyro 200hz bubo pfm,DIAGS_sensor 1,,,,05,12,05,39,51,190212,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel/gyro 200hz bubo pfm,DIAGS_sensor 2,,,,05,12,05,39,51,318384,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel/gyro 200hz bubo pfm,DIAGS_sensor 3,,,,05,12,05,39,51,440209,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel/gyro 200hz bubo pfm,DIAGS_sensorreg,,,,05,12,05,39,51,468906,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel/gyro 200hz bubo pfm,DIAGS_event 0,,,,05,12,05,39,51,512535,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel/gyro 200hz bubo pfm,SYSTEM_CURRENT start,,,,05,12,05,39,51,766117,Pass,2019-05-12 05:39:51:505,
5,FN69193066LKTY25N,imu accel/gyro 200hz bubo pfm,DIAGS_sensor 4,,,,05,12,05,39,52,346595,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel/gyro 200hz bubo pfm,PARSE CM_accel_average_x_200Hz_bubo_pfm,g,-0.118,0.118,05,12,05,39,52,351108,Pass,0.015068,
5,FN69193066LKTY25N,imu accel/gyro 200hz bubo pfm,PARSE CM_accel_average_y_200Hz_bubo_pfm,g,-0.118,0.118,05,12,05,39,52,355466,Pass,0.003144,
5,FN69193066LKTY25N,imu accel/gyro 200hz bubo pfm,PARSE CM_accel_average_z_200Hz_bubo_pfm|X1454,g,-1.118,-0.882,05,12,05,39,52,360085,Pass,-0.994175,
5,FN69193066LKTY25N,imu accel/gyro 200hz bubo pfm,PARSE CM_accel_stdev_x_200Hz_bubo_pfm,g-rms,0.00001,0.05,05,12,05,39,52,364688,Pass,0.001576,
5,FN69193066LKTY25N,imu accel/gyro 200hz bubo pfm,PARSE CM_accel_stdev_y_200Hz_bubo_pfm,g-rms,0.00001,0.05,05,12,05,39,52,369377,Pass,0.00101,
5,FN69193066LKTY25N,imu accel/gyro 200hz bubo pfm,PARSE CM_accel_stdev_z_200Hz_bubo_pfm,g-rms,0.00001,0.05,05,12,05,39,52,374139,Pass,0.001317,
5,FN69193066LKTY25N,imu accel/gyro 200hz bubo pfm,PARSE CM_gyro_average_x_200Hz_bubo_pfm,dps,-25,25,05,12,05,39,52,380815,Pass,0.021362,
5,FN69193066LKTY25N,imu accel/gyro 200hz bubo pfm,PARSE CM_gyro_average_y_200Hz_bubo_pfm,dps,-25,25,05,12,05,39,52,387155,Pass,0.164794,
5,FN69193066LKTY25N,imu accel/gyro 200hz bubo pfm,PARSE CM_gyro_average_z_200Hz_bubo_pfm,dps,-25,25,05,12,05,39,52,393839,Pass,-0.317993,
5,FN69193066LKTY25N,imu accel/gyro 200hz bubo pfm,PARSE CM_gyro_stdev_x_200Hz_bubo_pfm,dps-rms,0.00001,1,05,12,05,39,52,399760,Pass,0.081144,
5,FN69193066LKTY25N,imu accel/gyro 200hz bubo pfm,PARSE CM_gyro_stdev_y_200Hz_bubo_pfm,dps-rms,0.00001,1,05,12,05,39,52,404997,Pass,0.077924,
5,FN69193066LKTY25N,imu accel/gyro 200hz bubo pfm,PARSE CM_gyro_stdev_z_200Hz_bubo_pfm,dps-rms,0.00001,1,05,12,05,39,52,410984,Pass,0.069212,
5,FN69193066LKTY25N,imu accel/gyro 200hz bubo pfm,PARSE CM_gyro_odr_200Hz_bubo_pfm,Hz,180,220,05,12,05,39,52,416015,Pass,199.22303,
5,FN69193066LKTY25N,imu accel/gyro 200hz bubo pfm,PARSE CM_gyro_temp_200Hz_bubo_pfm,C,3,55,05,12,05,39,52,421708,Pass,25.21774,
5,FN69193066LKTY25N,imu accel/gyro 200hz bubo pfm,PARSE CM_gyro_invalid_sample_count_200Hz_bubo_pfm,,0,0,05,12,05,39,52,426633,Pass,0,
5,FN69193066LKTY25N,imu accel/gyro 200hz bubo pfm,SYSTEM_CURRENT end,,,,05,12,05,39,52,470821,Pass,2019-05-12 05:39:52:426,
5,FN69193066LKTY25N,imu accel/gyro 200hz bubo pfm,DIAGS_event 1,,,,05,12,05,39,52,489101,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel/gyro 200hz bubo pfm,SYSTEM_CURRENT minimum,mA,,,05,12,05,39,52,495087,Pass,25.5037,
5,FN69193066LKTY25N,imu accel/gyro 200hz bubo pfm,SYSTEM_CURRENT maximum,mA,,,05,12,05,39,52,502982,Pass,54.4836,
5,FN69193066LKTY25N,imu accel/gyro 200hz bubo pfm,SYSTEM_CURRENT average,mA,,,05,12,05,39,52,510504,Pass,38.2066,
5,FN69193066LKTY25N,imu accel/gyro 200hz bubo pfm,SYSTEM_CURRENT rms,mA,,,05,12,05,39,52,514904,Pass,39.418,
5,FN69193066LKTY25N,imu accel/gyro 200hz bubo pfm,DIAGS_sensor 5,,,,05,12,05,39,52,596601,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel/gyro 800hz,DIAGS_socgpio 0,,,,05,12,05,39,52,619452,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel/gyro 800hz,DIAGS_sensor 0,,,,05,12,05,39,52,908324,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel/gyro 800hz,DIAGS_sensor 1,,,,05,12,05,39,53,55873,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel/gyro 800hz,DIAGS_sensor 2,,,,05,12,05,39,53,183358,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel/gyro 800hz,DIAGS_sensor 3,,,,05,12,05,39,53,308982,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel/gyro 800hz,DIAGS_sensorreg,,,,05,12,05,39,53,334728,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel/gyro 800hz,DIAGS_event 0,,,,05,12,05,39,53,438662,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel/gyro 800hz,SYSTEM_CURRENT start,,,,05,12,05,39,53,488044,Pass,2019-05-12 05:39:53:436,
5,FN69193066LKTY25N,imu accel/gyro 800hz,DIAGS_sensor 4,,,,05,12,05,39,54,116002,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel/gyro 800hz,PARSE CM_accel_average_x_800Hz,g,-0.118,0.118,05,12,05,39,54,120811,Pass,0.015196,
5,FN69193066LKTY25N,imu accel/gyro 800hz,PARSE CM_accel_average_y_800Hz,g,-0.118,0.118,05,12,05,39,54,123728,Pass,0.003186,
5,FN69193066LKTY25N,imu accel/gyro 800hz,PARSE CM_accel_average_z_800Hz|X1454,g,-1.118,-0.882,05,12,05,39,54,127893,Pass,-0.994173,
5,FN69193066LKTY25N,imu accel/gyro 800hz,PARSE CM_accel_stdev_x_800Hz,g-rms,0.00001,0.05,05,12,05,39,54,137951,Pass,0.003247,
5,FN69193066LKTY25N,imu accel/gyro 800hz,PARSE CM_accel_stdev_y_800Hz,g-rms,0.00001,0.05,05,12,05,39,54,147207,Pass,0.00297,
5,FN69193066LKTY25N,imu accel/gyro 800hz,PARSE CM_accel_stdev_z_800Hz,g-rms,0.00001,0.05,05,12,05,39,54,161883,Pass,0.00541,
5,FN69193066LKTY25N,imu accel/gyro 800hz,PARSE CM_gyro_average_x_800Hz,dps,-25,25,05,12,05,39,54,170519,Pass,0.011778,
5,FN69193066LKTY25N,imu accel/gyro 800hz,PARSE CM_gyro_average_y_800Hz,dps,-25,25,05,12,05,39,54,176705,Pass,0.172091,
5,FN69193066LKTY25N,imu accel/gyro 800hz,PARSE CM_gyro_average_z_800Hz,dps,-25,25,05,12,05,39,54,186483,Pass,-0.322309,
5,FN69193066LKTY25N,imu accel/gyro 800hz,PARSE CM_gyro_stdev_x_800Hz,dps-rms,0.00001,1,05,12,05,39,54,189300,Pass,0.153088,
5,FN69193066LKTY25N,imu accel/gyro 800hz,PARSE CM_gyro_stdev_y_800Hz,dps-rms,0.00001,1,05,12,05,39,54,191853,Pass,0.139054,
5,FN69193066LKTY25N,imu accel/gyro 800hz,PARSE CM_gyro_stdev_z_800Hz,dps-rms,0.00001,1,05,12,05,39,54,194286,Pass,0.147006,
5,FN69193066LKTY25N,imu accel/gyro 800hz,PARSE CM_gyro_odr_800Hz,Hz,720,880,05,12,05,39,54,196824,Pass,796.89112,
5,FN69193066LKTY25N,imu accel/gyro 800hz,PARSE CM_gyro_temp_800Hz,C,3,55,05,12,05,39,54,198786,Pass,25.191191,
5,FN69193066LKTY25N,imu accel/gyro 800hz,PARSE CM_gyro_invalid_sample_count_800Hz,,0,0,05,12,05,39,54,201021,Pass,0,
5,FN69193066LKTY25N,imu accel/gyro 800hz,SYSTEM_CURRENT end,,,,05,12,05,39,54,242490,Pass,2019-05-12 05:39:54:184,
5,FN69193066LKTY25N,imu accel/gyro 800hz,DIAGS_event 1,,,,05,12,05,39,54,267335,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel/gyro 800hz,SYSTEM_CURRENT minimum,mA,,,05,12,05,39,54,275956,Pass,36.7247,
5,FN69193066LKTY25N,imu accel/gyro 800hz,SYSTEM_CURRENT maximum,mA,,,05,12,05,39,54,279335,Pass,67.0685,
5,FN69193066LKTY25N,imu accel/gyro 800hz,SYSTEM_CURRENT average,mA,,,05,12,05,39,54,283235,Pass,44.1445,
5,FN69193066LKTY25N,imu accel/gyro 800hz,SYSTEM_CURRENT rms,mA,,,05,12,05,39,54,287321,Pass,44.8477,
5,FN69193066LKTY25N,imu accel/gyro 800hz,DIAGS_socgpio 1,,,,05,12,05,39,54,296029,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel/gyro 800hz bubo pfm,DIAGS_sensor 0,,,,05,12,05,39,54,574127,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel/gyro 800hz bubo pfm,DIAGS_sensor 1,,,,05,12,05,39,54,727027,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel/gyro 800hz bubo pfm,DIAGS_sensor 2,,,,05,12,05,39,54,846630,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel/gyro 800hz bubo pfm,DIAGS_sensor 3,,,,05,12,05,39,54,971987,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel/gyro 800hz bubo pfm,DIAGS_sensorreg,,,,05,12,05,39,54,999288,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel/gyro 800hz bubo pfm,DIAGS_event 0,,,,05,12,05,39,55,34565,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel/gyro 800hz bubo pfm,SYSTEM_CURRENT start,,,,05,12,05,39,55,257626,Pass,2019-05-12 05:39:55:033,
5,FN69193066LKTY25N,imu accel/gyro 800hz bubo pfm,DIAGS_sensor 4,,,,05,12,05,39,55,915224,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel/gyro 800hz bubo pfm,PARSE CM_accel_average_x_800Hz_bubo_pfm,g,-0.118,0.118,05,12,05,39,55,935353,Pass,0.015201,
5,FN69193066LKTY25N,imu accel/gyro 800hz bubo pfm,PARSE CM_accel_average_y_800Hz_bubo_pfm,g,-0.118,0.118,05,12,05,39,55,945649,Pass,0.003171,
5,FN69193066LKTY25N,imu accel/gyro 800hz bubo pfm,PARSE CM_accel_average_z_800Hz_bubo_pfm|X1454,g,-1.118,-0.882,05,12,05,39,55,955627,Pass,-0.993855,
5,FN69193066LKTY25N,imu accel/gyro 800hz bubo pfm,PARSE CM_accel_stdev_x_800Hz_bubo_pfm,g-rms,0.00001,0.05,05,12,05,39,55,969218,Pass,0.003094,
5,FN69193066LKTY25N,imu accel/gyro 800hz bubo pfm,PARSE CM_accel_stdev_y_800Hz_bubo_pfm,g-rms,0.00001,0.05,05,12,05,39,55,992348,Pass,0.00313,
5,FN69193066LKTY25N,imu accel/gyro 800hz bubo pfm,PARSE CM_accel_stdev_z_800Hz_bubo_pfm,g-rms,0.00001,0.05,05,12,05,39,56,51655,Pass,0.005765,
5,FN69193066LKTY25N,imu accel/gyro 800hz bubo pfm,PARSE CM_gyro_average_x_800Hz_bubo_pfm,dps,-25,25,05,12,05,39,56,72955,Pass,0.018356,
5,FN69193066LKTY25N,imu accel/gyro 800hz bubo pfm,PARSE CM_gyro_average_y_800Hz_bubo_pfm,dps,-25,25,05,12,05,39,56,81068,Pass,0.174539,
5,FN69193066LKTY25N,imu accel/gyro 800hz bubo pfm,PARSE CM_gyro_average_z_800Hz_bubo_pfm,dps,-25,25,05,12,05,39,56,97072,Pass,-0.312825,
5,FN69193066LKTY25N,imu accel/gyro 800hz bubo pfm,PARSE CM_gyro_stdev_x_800Hz_bubo_pfm,dps-rms,0.00001,1,05,12,05,39,56,125113,Pass,0.159883,
5,FN69193066LKTY25N,imu accel/gyro 800hz bubo pfm,PARSE CM_gyro_stdev_y_800Hz_bubo_pfm,dps-rms,0.00001,1,05,12,05,39,56,159969,Pass,0.142278,
5,FN69193066LKTY25N,imu accel/gyro 800hz bubo pfm,PARSE CM_gyro_stdev_z_800Hz_bubo_pfm,dps-rms,0.00001,1,05,12,05,39,56,187311,Pass,0.148685,
5,FN69193066LKTY25N,imu accel/gyro 800hz bubo pfm,PARSE CM_gyro_odr_800Hz_bubo_pfm,Hz,720,880,05,12,05,39,56,208271,Pass,796.89432,
5,FN69193066LKTY25N,imu accel/gyro 800hz bubo pfm,PARSE CM_gyro_temp_800Hz_bubo_pfm,C,3,55,05,12,05,39,56,227924,Pass,25.220695,
5,FN69193066LKTY25N,imu accel/gyro 800hz bubo pfm,PARSE CM_gyro_invalid_sample_count_800Hz_bubo_pfm,,0,0,05,12,05,39,56,240800,Pass,0,
5,FN69193066LKTY25N,imu accel/gyro 800hz bubo pfm,SYSTEM_CURRENT end,,,,05,12,05,39,56,249527,Pass,2019-05-12 05:39:55:961,
5,FN69193066LKTY25N,imu accel/gyro 800hz bubo pfm,DIAGS_event 1,,,,05,12,05,39,56,258217,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel/gyro 800hz bubo pfm,SYSTEM_CURRENT minimum,mA,,,05,12,05,39,56,272485,Pass,25.5711,
5,FN69193066LKTY25N,imu accel/gyro 800hz bubo pfm,SYSTEM_CURRENT maximum,mA,,,05,12,05,39,56,283850,Pass,58.9918,
5,FN69193066LKTY25N,imu accel/gyro 800hz bubo pfm,SYSTEM_CURRENT average,mA,,,05,12,05,39,56,289289,Pass,38.0876,
5,FN69193066LKTY25N,imu accel/gyro 800hz bubo pfm,SYSTEM_CURRENT rms,mA,,,05,12,05,39,56,294774,Pass,39.3463,
5,FN69193066LKTY25N,imu accel/gyro 800hz bubo pfm,DIAGS_sensor 5,,,,05,12,05,39,56,300710,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel lnm100,DIAGS_sensor 0,,,,05,12,05,39,56,305670,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel lnm100,DIAGS_sensor 1,,,,05,12,05,39,56,360665,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel lnm100,DIAGS_sensor 2,,,,05,12,05,39,56,416268,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel lnm100,DIAGS_sensor 3,,,,05,12,05,39,56,484644,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel lnm100,DIAGS_sensorreg,,,,05,12,05,39,56,498702,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel lnm100,DIAGS_event 0,,,,05,12,05,39,56,535542,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel lnm100,SYSTEM_CURRENT start,,,,05,12,05,39,56,782309,Pass,2019-05-12 05:39:56:533,
5,FN69193066LKTY25N,imu accel lnm100,DIAGS_sensor 4,,,,05,12,05,39,57,356113,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel lnm100,PARSE accel_average_x_100Hz,g,-0.118,0.118,05,12,05,39,57,366652,Pass,0.015261,
5,FN69193066LKTY25N,imu accel lnm100,PARSE accel_average_y_100Hz,g,-0.118,0.118,05,12,05,39,57,385218,Pass,0.003293,
5,FN69193066LKTY25N,imu accel lnm100,PARSE accel_average_z_100Hz|X1454,g,-1.118,-0.882,05,12,05,39,57,392238,Pass,-0.994864,
5,FN69193066LKTY25N,imu accel lnm100,PARSE accel_stdev_x_100Hz,g-rms,0.00001,0.05,05,12,05,39,57,400727,Pass,0.001894,
5,FN69193066LKTY25N,imu accel lnm100,PARSE accel_stdev_y_100Hz,g-rms,0.00001,0.05,05,12,05,39,57,422841,Pass,0.001191,
5,FN69193066LKTY25N,imu accel lnm100,PARSE accel_stdev_z_100Hz,g-rms,0.00001,0.05,05,12,05,39,57,435204,Pass,0.001042,
5,FN69193066LKTY25N,imu accel lnm100,PARSE accel_odr_100Hz,Hz,90,110,05,12,05,39,57,445310,Pass,99.951656,
5,FN69193066LKTY25N,imu accel lnm100,PARSE accel_temp_100Hz,C,3,55,05,12,05,39,57,449384,Pass,24.928531,
5,FN69193066LKTY25N,imu accel lnm100,PARSE accel_invalid_sample_count_100Hz,,0,0,05,12,05,39,57,452916,Pass,0,
5,FN69193066LKTY25N,imu accel lnm100,SYSTEM_CURRENT end,,,,05,12,05,39,57,540525,Pass,2019-05-12 05:39:57:375,
5,FN69193066LKTY25N,imu accel lnm100,DIAGS_event 1,,,,05,12,05,39,57,561437,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel lnm100,SYSTEM_CURRENT minimum,mA,,,05,12,05,39,57,592364,Pass,25.0959,
5,FN69193066LKTY25N,imu accel lnm100,SYSTEM_CURRENT maximum,mA,,,05,12,05,39,57,610394,Pass,54.2437,
5,FN69193066LKTY25N,imu accel lnm100,SYSTEM_CURRENT average,mA,,,05,12,05,39,57,619927,Pass,38.0313,
5,FN69193066LKTY25N,imu accel lnm100,SYSTEM_CURRENT rms,mA,,,05,12,05,39,57,629406,Pass,39.198,
5,FN69193066LKTY25N,imu accel lnm100,DIAGS_sensor 5,,,,05,12,05,39,57,638405,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel lnm800,DIAGS_sensor 0,,,,05,12,05,39,57,727086,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel lnm800,DIAGS_sensor 1,,,,05,12,05,39,57,807471,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel lnm800,DIAGS_sensor 2,,,,05,12,05,39,57,871885,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel lnm800,DIAGS_sensor 3,,,,05,12,05,39,57,939741,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel lnm800,DIAGS_sensorreg,,,,05,12,05,39,57,956947,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel lnm800,DIAGS_event 0,,,,05,12,05,39,58,73559,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel lnm800,SYSTEM_CURRENT start,,,,05,12,05,39,58,292240,Pass,2019-05-12 05:39:58:069,
5,FN69193066LKTY25N,imu accel lnm800,DIAGS_sensor 4,,,,05,12,05,39,58,866837,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel lnm800,PARSE accel_average_x_800Hz,g,-0.118,0.118,05,12,05,39,58,870896,Pass,0.015417,
5,FN69193066LKTY25N,imu accel lnm800,PARSE accel_average_y_800Hz,g,-0.118,0.118,05,12,05,39,58,874331,Pass,0.003348,
5,FN69193066LKTY25N,imu accel lnm800,PARSE accel_average_z_800Hz|X1454,g,-1.118,-0.882,05,12,05,39,58,878254,Pass,-0.994855,
5,FN69193066LKTY25N,imu accel lnm800,PARSE accel_stdev_x_800Hz,g-rms,0.00001,0.05,05,12,05,39,58,882211,Pass,0.003436,
5,FN69193066LKTY25N,imu accel lnm800,PARSE accel_stdev_y_800Hz,g-rms,0.00001,0.05,05,12,05,39,58,886086,Pass,0.003323,
5,FN69193066LKTY25N,imu accel lnm800,PARSE accel_stdev_z_800Hz,g-rms,0.00001,0.05,05,12,05,39,58,889859,Pass,0.006133,
5,FN69193066LKTY25N,imu accel lnm800,PARSE accel_odr_800Hz,Hz,720,880,05,12,05,39,58,893060,Pass,799.656889,
5,FN69193066LKTY25N,imu accel lnm800,PARSE accel_temp_800Hz,C,3,55,05,12,05,39,58,897630,Pass,24.879135,
5,FN69193066LKTY25N,imu accel lnm800,PARSE accel_invalid_sample_count_800Hz,,0,0,05,12,05,39,58,900420,Pass,0,
5,FN69193066LKTY25N,imu accel lnm800,SYSTEM_CURRENT end,,,,05,12,05,39,59,53378,Pass,2019-05-12 05:39:58:887,
5,FN69193066LKTY25N,imu accel lnm800,DIAGS_event 1,,,,05,12,05,39,59,68813,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel lnm800,SYSTEM_CURRENT minimum,mA,,,05,12,05,39,59,83975,Pass,25.1304,
5,FN69193066LKTY25N,imu accel lnm800,SYSTEM_CURRENT maximum,mA,,,05,12,05,39,59,105035,Pass,58.3193,
5,FN69193066LKTY25N,imu accel lnm800,SYSTEM_CURRENT average,mA,,,05,12,05,39,59,123757,Pass,37.4968,
5,FN69193066LKTY25N,imu accel lnm800,SYSTEM_CURRENT rms,mA,,,05,12,05,39,59,134992,Pass,38.677,
5,FN69193066LKTY25N,imu accel lnm800,DIAGS_sensor 5,,,,05,12,05,39,59,142890,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel/gyro lpnm25,DIAGS_socgpio 0,,,,05,12,05,39,59,151430,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel/gyro lpnm25,DIAGS_sensor 0,,,,05,12,05,39,59,425412,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel/gyro lpnm25,DIAGS_sensor 1,,,,05,12,05,39,59,442852,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel/gyro lpnm25,DIAGS_sensor 2,,,,05,12,05,39,59,460589,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel/gyro lpnm25,DIAGS_sensor 3,,,,05,12,05,39,59,610600,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel/gyro lpnm25,DIAGS_sensor 4,,,,05,12,05,39,59,734513,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel/gyro lpnm25,DIAGS_sensor 5,,,,05,12,05,39,59,866117,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel/gyro lpnm25,DIAGS_sensorreg,,,,05,12,05,39,59,894877,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel/gyro lpnm25,DIAGS_event 0,,,,05,12,05,39,59,928448,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel/gyro lpnm25,SYSTEM_CURRENT start,,,,05,12,05,40,00,65474,Pass,2019-05-12 05:39:59:925,
5,FN69193066LKTY25N,imu accel/gyro lpnm25,DIAGS_sensor 6,,,,05,12,05,40,00,695551,Pass,--PASS--,
5,FN69193066LKTY25N,imu accel/gyro lpnm25,PARSE CM_accel_average_x_800Hz,g,-0.118,0.118,05,12,05,40,00,698821,Pass,0.015431,
5,FN69193066LKTY25N,imu accel/gyro lpnm25,PARSE CM_accel_average_y_800Hz,g,-0.118,0.118,05,12,05,40,00,703164,Pass,0.003164,
5,FN69193066LKTY25N,imu accel/gyro lpnm25,PARSE CM_accel_average_z_800Hz|X1454,g,-1.118,-0.882,05,12,05,40,00,714471,Pass,-0.994329,
5,FN69193066LKTY25N,imu accel/gyro lpnm25,PARSE CM_accel_stdev_x_800Hz,g-rms,0.00001,0.05,05,12,05,40,00,721231,Pass,0.00167,
5,FN69193066LKTY25N,imu accel/gyro lpnm25,PARSE CM_accel_stdev_y_800Hz,g-rms,0.00001,0.05,05,12,05,40,00,726902,Pass,0.001548,
